x_value,channel_1,channel_2,channel_3
995,0564,0576,"0532
"
996,0552,0552,"0530
"
997,0543,0576,"0527
"
998,0540,0579,"0531
"
999,0545,0545,"0518
"
1000,0522,0538,"0547
"
1001,0522,0538,"0560
"
1002,0538,0567,"0572
"
1003,0567,0580,"0556
"
1004,0550,0552,"0540
"
1005,0558,0556,"0546
"
1006,0532,0557,"0548
"
1007,0524,0545,"0526
"
1008,0530,0551,"0532
"
1009,0542,0574,"0571
"
1010,0567,0586,"0558
"
1011,0551,0558,"0552
"
1012,0534,0563,"0560
"
1013,0545,0539,"0566
"
1014,0555,0548,"0537
"
1015,0556,0544,"0520
"
1016,0527,0541,"0553
"
1017,0534,0563,"0559
"
1018,0544,0536,"0559
"
1019,0544,0524,"0540
"
1020,0555,0540,"0561
"
1021,0554,0543,"0576
"
1022,0531,0553,"0553
"
1023,0533,0557,"0553
"
1024,0531,0559,"0554
"
1025,0533,0562,"0558
"
1026,0541,0578,"0546
"
1027,0524,0550,"0532
"
1028,0537,0566,"0560
"
1029,0546,0543,"0571
"
1030,0564,0568,"0577
"
1031,0540,0574,"0591
"
1032,0554,0562,"0574
"
1033,0571,0583,"0564
"
1034,0566,0578,"0547
"
1035,0534,0569,"0566
"
1036,0557,0566,"0570
"
1037,0570,0582,"0556
"
1038,0550,0551,"0544
"
1039,0522,0538,"0558
"
1040,0537,0565,"0567
"
1041,0559,0564,"0571
"
1042,0567,0576,"0546
"
1043,0531,0563,"0555
"
1044,0533,0566,"0567
"
1045,0556,0560,"0560
"
1046,0549,0542,"0571
"
1047,0564,0565,"0572
"
1048,0571,0582,"0558
"
1049,0551,0553,"0541
"
1050,0556,0551,"0533
"
1051,0550,0539,"0554
"
1052,0537,0560,"0552
"
1053,0526,0547,"0531
"
1054,0531,0553,"0534
"
1055,0538,0567,"0558
"
1056,0540,0576,"0538
"
1057,0547,0545,"0519
"
1058,0521,0533,"0541
"
1059,0545,0531,"0547
"
1060,0524,0534,"0555
"
1061,0529,0547,"0535
"
1062,0542,0571,"0571
"
1063,0563,0575,"0587
"
1064,0554,0559,"0564
"
1065,0564,0567,"0573
"
1066,0578,0549,"0545
"
1067,0532,0551,"0541
"
1068,0554,0547,"0526
"
1069,0539,0566,"0556
"
1070,0543,0583,"0550
"
1071,0533,0574,"0578
"
1072,0523,0555,"0557
"
1073,0532,0561,"0558
"
1074,0542,0579,"0547
"
1075,0527,0558,"0547
"
1076,0523,0546,"0528
"
1077,0528,0546,"0519
"
1078,0522,0536,"0546
"
1079,0519,0535,"0552
"
1080,0524,0537,"0562
"
1081,0545,0531,"0557
"
1082,0544,0522,"0538
"
1083,0553,0534,"0555
"
1084,0548,0532,"0558
"
1085,0548,0531,"0557
"
1086,0546,0528,"0551
"
1087,0537,0557,"0554
"
1088,0537,0564,"0564
"
1089,0556,0561,"0562
"
1090,0556,0557,"0556
"
1091,0543,0576,"0537
"
1092,0552,0552,"0532
"
1093,0546,0533,"0543
"
1094,0562,0557,"0547
"
1095,0533,0560,"0549
"
1096,0528,0551,"0536
"
1097,0541,0570,"0562
"
1098,0551,0554,"0542
"
1099,0558,0554,"0535
"
1100,0554,0546,"0519
"
1101,0529,0547,"0520
"
1102,0523,0543,"0561
"
1103,0546,0539,"0566
"
1104,0556,0549,"0541
"
1105,0560,0552,"0533
"
1106,0552,0542,"0558
"
1107,0548,0536,"0555
"
1108,0538,0560,"0552
"
1109,0533,0564,"0560
"
1110,0549,0550,"0542
"
1111,0561,0561,"0555
"
1112,0552,0549,"0539
"
1113,0563,0562,"0558
"
1114,0556,0559,"0558
"
1115,0553,0550,"0539
"
1116,0560,0557,"0547
"
1117,0536,0565,"0561
"
1118,0551,0555,"0551
"
1119,0538,0568,"0566
"
1120,0561,0569,"0574
"
1121,0576,0549,"0544
"
1122,0529,0547,"0531
"
1123,0540,0567,"0563
"
1124,0554,0558,"0554
"
1125,0539,0570,"0571
"
1126,0564,0575,"0588
"
1127,0555,0562,"0570
"
1128,0565,0571,"0583
"
1129,0551,0553,"0554
"
1130,0538,0564,"0563
"
1131,0553,0553,"0546
"
1132,0525,0544,"0522
"
1133,0520,0530,"0536
"
1134,0540,0564,"0554
"
1135,0538,0573,"0577
"
1136,0527,0559,"0562
"
1137,0544,0534,"0558
"
1138,0542,0568,"0571
"
1139,0565,0577,"0546
"
1140,0531,0561,"0550
"
1141,0527,0555,"0546
"
1142,0518,0537,"0557
"
1143,0534,0559,"0559
"
1144,0545,0535,"0562
"
1145,0550,0539,"0569
"
1146,0563,0563,"0570
"
1147,0570,0581,"0555
"
1148,0550,0549,"0537
"
1149,0553,0545,"0524
"
1150,0534,0558,"0543
"
1151,0562,0565,"0563
"
1152,0562,0571,"0580
"
1153,0545,0542,"0579
"
1154,0535,0563,"0577
"
1155,0529,0556,"0560
"
1156,0541,0573,"0583
"
1157,0543,0586,"0564
"
1158,0553,0560,"0557
"
1159,0544,0535,"0561
"
1160,0548,0533,"0561
"
1161,0551,0539,"0571
"
1162,0568,0567,"0579
"
1163,0542,0578,"0551
"
1164,0534,0569,"0568
"
1165,0558,0566,"0572
"
1166,0569,0580,"0552
"
1167,0541,0579,"0543
"
1168,0562,0573,"0572
"
1169,0573,0593,"0573
"
1170,0577,0557,"0555
"
1171,0549,0540,"0563
"
1172,0555,0548,"0540
"
1173,0560,0554,"0542
"
1174,0566,0570,"0569
"
1175,0571,0587,"0561
"
1176,0560,0570,"0574
"
1177,0576,0549,"0543
"
1178,0569,0569,"0569
"
1179,0572,0587,"0560
"
1180,0558,0566,"0566
"
1181,0561,0567,"0573
"
1182,0574,0590,"0570
"
1183,0574,0596,"0577
"
1184,0541,0588,"0563
"
1185,0552,0559,"0558
"
1186,0546,0539,"0565
"
1187,0557,0551,"0549
"
1188,0534,0557,"0550
"
1189,0528,0552,"0539
"
1190,0549,0542,"0564
"
1191,0557,0554,"0551
"
1192,0537,0563,"0559
"
1193,0547,0543,"0573
"
1194,0567,0572,"0587
"
1195,0557,0561,"0568
"
1196,0563,0568,"0576
"
1197,0533,0565,"0572
"
1198,0562,0569,"0579
"
1199,0541,0578,"0552
"
1200,0533,0567,"0567
"
1201,0556,0562,"0563
"
1202,0556,0556,"0553
"
1203,0539,0569,"0569
"
1204,0562,0571,"0583
"
1205,0547,0545,"0539
"
1206,0554,0544,"0524
"
1207,0536,0555,"0539
"
1208,0554,0551,"0537
"
1209,0555,0551,"0534
"
1210,0553,0545,"0522
"
1211,0531,0553,"0533
"
1212,0544,0531,"0543
"
1213,0561,0556,"0546
"
1214,0530,0554,"0542
"
1215,0556,0552,"0537
"
1216,0554,0548,"0528
"
1217,0543,0573,"0570
"
1218,0566,0582,"0552
"
1219,0541,0581,"0545
"
1220,0523,0554,"0540
"
1221,0548,0542,"0564
"
1222,0555,0552,"0545
"
1223,0526,0544,"0525
"
1224,0529,0548,"0525
"
1225,0530,0553,"0533
"
1226,0542,0576,"0529
"
1227,0542,0581,"0536
"
1228,0549,0555,"0537
"
1229,0553,0552,"0533
"
1230,0549,0541,"0559
"
1231,0549,0541,"0570
"
1232,0564,0563,"0569
"
1233,0569,0578,"0549
"
1234,0540,0575,"0578
"
1235,0533,0573,"0587
"
1236,0544,0542,"0580
"
1237,0534,0560,"0567
"
1238,0558,0559,"0563
"
1239,0557,0556,"0554
"
1240,0541,0571,"0576
"
1241,0529,0561,"0562
"
1242,0544,0537,"0565
"
1243,0555,0546,"0538
"
1244,0557,0549,"0534
"
1245,0554,0546,"0525
"
1246,0539,0565,"0555
"
1247,0545,0540,"0564
"
1248,0560,0560,"0562
"
1249,0565,0569,"0573
"
1250,0583,0564,"0574
"
1251,0599,0587,"0566
"
1252,0584,0562,"0563
"
1253,0565,0571,"0580
"
1254,0538,0574,"0589
"
1255,0546,0547,"0545
"
1256,0497,0539,"0562
"
1257,0519,0537,"0566
"
1258,0540,0565,"0569
"
1259,0555,0556,"0555
"
1260,0538,0568,"0568
"
1261,0556,0560,"0560
"
1262,0548,0504,"0524
"
1263,0480,0507,"0545
"
1264,0495,0531,"0553
"
1265,0517,0527,"0548
"
1266,0519,0529,"0550
"
1267,0525,0539,"0568
"
1268,0553,0546,"0541
"
1269,0561,0555,"0546
"
1270,0534,0563,"0559
"
1271,0548,0545,"0532
"
1272,0545,0528,"0537
"
1273,0553,0528,"0531
"
1274,0530,0546,"0526
"
1275,0530,0550,"0530
"
1276,0536,0563,"0550
"
1277,0532,0563,"0560
"
1278,0542,0580,"0546
"
1279,0525,0555,"0543
"
1280,0552,0548,"0530
"
1281,0543,0573,"0570
"
1282,0565,0582,"0553
"
1283,0543,0586,"0552
"
1284,0536,0576,"0535
"
1285,0548,0547,"0524
"
1286,0531,0556,"0538
"
1287,0542,0573,"0569
"
1288,0561,0574,"0583
"
1289,0549,0551,"0551
"
1290,0533,0558,"0552
"
1291,0530,0556,"0549
"
1292,0526,0548,"0531
"
1293,0536,0562,"0552
"
1294,0532,0562,"0558
"
1295,0540,0575,"0584
"
1296,0539,0582,"0558
"
1297,0544,0541,"0567
"
1298,0557,0555,"0557
"
1299,0547,0536,"0559
"
1300,0549,0535,"0561
"
1301,0550,0537,"0564
"
1302,0556,0545,"0534
"
1303,0551,0538,"0556
"
1304,0545,0528,"0545
"
1305,0524,0532,"0552
"
1306,0527,0544,"0528
"
1307,0533,0555,"0541
"
1308,0556,0555,"0543
"
1309,0567,0573,"0578
"
1310,0543,0586,"0561
"
1311,0549,0554,"0547
"
1312,0527,0550,"0536
"
1313,0545,0532,"0547
"
1314,0527,0543,"0569
"
1315,0556,0553,"0552
"
1316,0538,0565,"0564
"
1317,0554,0556,"0554
"
1318,0540,0569,"0571
"
1319,0564,0575,"0589
"
1320,0558,0566,"0576
"
1321,0532,0561,"0566
"
1322,0552,0548,"0539
"
1323,0555,0546,"0526
"
1324,0539,0564,"0552
"
1325,0536,0568,"0565
"
1326,0554,0558,"0556
"
1327,0543,0576,"0538
"
1328,0554,0556,"0540
"
1329,0559,0560,"0548
"
1330,0532,0560,"0550
"
1331,0528,0553,"0543
"
1332,0541,0566,"0556
"
1333,0541,0581,"0545
"
1334,0523,0552,"0536
"
1335,0541,0573,"0572
"
1336,0566,0584,"0556
"
1337,0548,0548,"0533
"
1338,0546,0533,"0549
"
1339,0530,0548,"0533
"
1340,0542,0571,"0570
"
1341,0564,0577,"0544
"
1342,0528,0556,"0543
"
1343,0556,0555,"0542
"
1344,0563,0566,"0562
"
1345,0558,0564,"0565
"
1346,0560,0563,"0566
"
1347,0564,0570,"0579
"
1348,0543,0584,"0558
"
1349,0545,0544,"0528
"
1350,0536,0557,"0544
"
1351,0519,0540,"0558
"
1352,0536,0562,"0563
"
1353,0549,0546,"0535
"
1354,0550,0538,"0557
"
1355,0545,0529,"0548
"
1356,0527,0540,"0565
"
1357,0550,0541,"0574
"
1358,0570,0572,"0587
"
1359,0558,0563,"0573
"
1360,0572,0582,"0558
"
1361,0555,0559,"0558
"
1362,0548,0541,"0568
"
1363,0560,0557,"0560
"
1364,0552,0545,"0532
"
1365,0547,0531,"0544
"
1366,0522,0531,"0549
"
1367,0524,0537,"0560
"
1368,0541,0567,"0575
"
1369,0571,0587,"0566
"
1370,0567,0584,"0554
"
1371,0000,1546,"05290519
"
1372,0522,"
",
1373,0525,"
",
1374,0528,"
",
1375,0534,"
",
1376,0546,"
",
1377,0530,"
",
1378,0539,"
",
1379,0554,"
",
1380,0544,"
",
1381,0527,"
",
1382,0534,"
",
1383,0547,"
",
1384,0532,"
",
1385,0543,"
",
1386,0562,"
",
1387,0562,"
",
1388,0560,"
",
1389,0556,"
",
1390,0576,"
",
1391,0546,"
",
1392,0531,"
",
1393,0541,"
",
1394,0559,"
",
1395,0559,"
",
1396,0554,"
",
1397,0544,"
",
1398,0526,"
",
1399,0533,"
",
1400,0544,"
",
1401,0525,"
",
1402,0532,"
",
1403,0544,"
",
1404,0526,"
",
1405,0530,"
",
1406,0539,"
",
1407,0556,"
",
1408,0552,"
",
1409,0539,"
",
1410,0556,"
",
1411,0550,"
",
1412,0541,"
",
1413,0559,"
",
1414,0553,"
",
1415,0545,"
",
1416,0528,"
",
1417,0536,"
",
1418,0549,"
",
1419,0536,"
",
1420,0549,"
",
1421,0538,"
",
1422,0553,"
",
1423,0544,"
",
1424,0525,"
",
1425,0532,"
",
1426,0543,"
",
1427,0564,"
",
1428,0566,"
",
1429,0568,"
",
1430,0571,"
",
1431,0579,"
",
1432,0553,"
",
1433,0544,"
",
1434,0527,"
",
1435,0534,"
",
1436,0548,"
",
1437,0534,"
",
1438,0547,"
",
1439,0534,"
",
1440,0548,"
",
1441,0535,"
",
1442,0549,"
",
1443,0538,"
",
1444,0554,"
",
1445,0547,"
",
1446,0533,"
",
1447,0547,"
",
1448,0533,"
",
1449,0546,"
",
1450,0530,"
",
1451,0540,"
",
1452,0557,"
",
1453,0555,"
",
1454,0002,0547,"
"
1455,0368,"
",
1456,0430,"
",
1457,0472,"
",
1458,0510,"
",
1459,0541,"
",
1460,0559,"
",
1461,0556,"
",
1462,0549,"
",
1463,0537,"
",
1464,0553,"
",
1465,0544,"
",
1466,0526,"
",
1467,0532,"
",
1468,0544,"
",
1469,0526,"
",
1470,0532,"
",
1471,0544,"
",
1472,0525,"
",
1473,0532,"
",
1474,0543,"
",
1475,0578,"
",
1476,0550,"
",
1477,0538,"
",
1478,0555,"
",
1479,0548,"
",
1480,0535,"
",
1481,0551,"
",
1482,0542,"
",
1483,0563,"
",
1484,0563,"
",
1485,0566,"
",
1486,0571,"
",
1487,0579,"
",
1488,0554,"
",
1489,0545,"
",
1490,0530,"
",
1491,0541,"
",
1492,0560,"
",
1493,0559,"
",
1494,0556,"
",
1495,0551,"
",
1496,0543,"
",
1497,0565,"
",
1498,0567,"
",
1499,0574,"
",
1500,0585,"
",
1501,0564,"
",
1502,0568,"
",
1503,0571,"
",
1504,0579,"
",
1505,0555,"
",
1506,0550,"
",
1507,0539,0003,"
"
1508,0413,"
",
1509,0474,"
",
1510,0513,"
",
1511,0507,"
",
1512,0539,"
",
1513,0555,"
",
1514,0547,"
",
1515,0532,"
",
1516,0546,"
",
1517,0529,"
",
1518,0540,"
",
1519,0559,"
",
1520,0557,"
",
1521,0554,"
",
1522,0546,"
",
1523,0530,"
",
1524,0542,"
",
1525,0564,"
",
1526,0567,"
",
1527,0574,"
",
1528,0586,"
",
1529,0566,"
",
1530,0571,"
",
1531,0581,"
",
1532,0558,"
",
1533,0555,"
",
1534,0551,"
",
1535,0550,"
",
1536,0541,"
",
1537,0563,"
",
1538,0566,"
",
1539,0572,"
",
1540,0582,"
",
1541,0560,"
",
1542,0561,"
",
1543,0562,"
",
1544,0565,"
",
1545,0571,"
",
1546,0580,"
",
1547,0555,"
",
1548,0551,"
",
1549,0545,"
",
1550,0531,"
",
1551,0547,"
",
1552,0535,"
",
1553,0554,"
",
1554,0548,"
",
1555,0537,"
",
1556,0556,"
",
1557,0551,"
",
1558,0500,0445,"
"
1559,0501,0393,"0299
"
1560,0494,0490,"0418
"
1561,0491,0521,"0471
"
1562,0525,0541,"0531
"
1563,0540,0574,"0568
"
1564,0559,0572,"0577
"
1565,0543,0594,"0597
"
1566,0562,0577,"0557
"
1567,0547,0542,"0567
"
1568,0560,0558,"0560
"
1569,0552,0546,"0532
"
1570,0547,0532,"0547
"
1571,0530,0548,"0532
"
1572,0542,0571,"0569
"
1573,0562,0574,"0584
"
1574,0548,0548,"0543
"
1575,0560,0555,"0547
"
1576,0533,0559,"0553
"
1577,0534,0566,"0564
"
1578,0551,0554,"0548
"
1579,0528,0548,"0532
"
1580,0540,0569,"0565
"
1581,0558,0567,"0572
"
1582,0573,0589,"0570
"
1583,0574,0596,"0578
"
1584,0545,0549,"0544
"
1585,0521,0536,"0556
"
1586,0534,0560,"0558
"
1587,0543,0578,"0545
"
1588,0525,0552,"0535
"
1589,0542,0575,"0577
"
1590,0532,0571,"0582
"
1591,0534,0573,"0588
"
1592,0545,0543,"0583
"
1593,0540,0568,"0582
"
1594,0540,0575,"0595
"
1595,0560,0571,"0591
"
1596,0559,0567,"0583
"
1597,0547,0542,"0581
"
1598,0537,0563,"0575
"
1599,0570,0579,"0556
"
1600,0549,0546,"0530
"
1601,0541,0568,"0561
"
1602,0553,0556,"0550
"
1603,0533,0560,"0553
"
1604,0532,0561,"0558
"
1605,0540,0574,"0582
"
1606,0539,0581,"0556
"
1607,0538,0576,"0536
"
1608,0547,0545,"0521
"
1609,0526,0545,"0517
"
1610,0516,0526,"0526
"
1611,0524,0535,"0551
"
1612,0528,0544,"0525
"
1613,0528,0546,"0521
"
1614,0521,0534,"0545
"
1615,0515,0527,"0540
"
1616,0544,0523,"0535
"
1617,0549,0529,"0543
"
1618,0564,0557,"0552
"
1619,0540,0570,"0572
"
1620,0566,0578,"0546
"
1621,0529,0559,"0549
"
1622,0524,0547,"0531
"
1623,0535,0562,"0550
"
1624,0528,0555,"0547
"
1625,0520,0536,"0554
"
1626,0527,0548,"0538
"
1627,0548,0537,"0558
"
1628,0545,0530,"0553
"
1629,0533,0550,"0540
"
1630,0552,0540,"0557
"
1631,0541,0567,"0567
"
1632,0558,0560,"0555
"
1633,0541,0571,"0575
"
1634,0570,0585,"0558
"
1635,0552,0554,"0544
"
1636,0521,0536,"0553
"
1637,0527,0546,"0531
"
1638,0538,0563,"0555
"
1639,0539,0577,"0541
"
1640,0557,0563,"0555
"
1641,0543,0584,"0551
"
1642,0536,0576,"0536
"
1643,0547,0546,"0522
"
1644,0527,0546,"0520
"
1645,0519,0535,"0544
"
1646,0511,0562,"0556
"
1647,0529,0559,"0557
"
1648,0538,0572,"0576
"
1649,0526,0556,"0555
"
1650,0531,0559,"0556
"
1651,0534,0565,"0564
"
1652,0550,0549,"0541
"
1653,0557,0552,"0539
"
1654,0560,0557,"0546
"
1655,0531,0557,"0547
"
1656,0524,0546,"0528
"
1657,0530,0552,"0533
"
1658,0543,0577,"0532
"
1659,0545,0543,"0559
"
1660,0547,0539,"0567
"
1661,0559,0556,"0556
"
1662,0546,0534,"0558
"
1663,0545,0527,"0547
"
1664,0526,0536,"0559
"
1665,0542,0569,"0575
"
1666,0572,0589,"0571
"
1667,0574,0596,"0579
"
1668,0545,0549,"0542
"
1669,0557,0553,"0539
"
1670,0558,0554,"0537
"
1671,0556,0549,"0528
"
1672,0542,0571,"0565
"
1673,0557,0564,"0560
"
1674,0550,0547,"0532
"
1675,0542,0567,"0558
"
1676,0544,0536,"0554
"
1677,0532,0550,"0535
"
1678,0545,0529,"0538
"
1679,0552,0535,"0554
"
1680,0539,0562,"0560
"
1681,0547,0541,"0568
"
1682,0559,0557,"0559
"
1683,0551,0546,"0532
"
1684,0546,0528,"0538
"
1685,0552,0536,"0552
"
1686,0535,0557,"0550
"
1687,0529,0551,"0539
"
1688,0549,0540,"0557
"
1689,0544,0529,"0548
"
1690,0525,0535,"0560
"
1691,0541,0568,"0572
"
1692,0566,0577,"0547
"
1693,0533,0566,"0562
"
1694,0549,0549,"0539
"
1695,0554,0547,"0529
"
1696,0543,0571,"0566
"
1697,0561,0571,"0578
"
1698,0537,0574,"0587
"
1699,0545,0544,"0538
"
1700,0550,0538,"0559
"
1701,0550,0538,"0566
"
1702,0560,0553,"0550
"
1703,0537,0563,"0561
"
1704,0550,0550,"0544
"
1705,0521,0535,"0557
"
1706,0538,0565,"0572
"
1707,0568,0581,"0560
"
1708,0559,0571,"0582
"
1709,0550,0557,"0570
"
1710,0571,0585,"0572
"
1711,0584,0567,"0583
"
1712,0564,0574,"0596
"
1713,0576,0550,"0558
"
1714,0555,0548,"0540
"
1715,0562,0558,"0552
"
1716,0542,0576,"0538
"
1717,0556,0560,"0548
"
1718,0532,0562,"0556
"
1719,0538,0573,"0580
"
1720,0537,0576,"0547
"
1721,0525,0550,"0536
"
1722,0543,0578,"0536
"
1723,0551,0555,"0538
"
1724,0554,0552,"0534
"
1725,0552,0544,"0519
"
1726,0530,0550,"0528
"
1727,0535,0563,"0551
"
1728,0535,0571,"0574
"
1729,0567,0583,"0558
"
1730,0551,0557,"0551
"
1731,0536,0564,"0561
"
1732,0548,0544,"0528
"
1733,0539,0563,"0554
"
1734,0540,0575,"0582
"
1735,0540,0582,"0558
"
1736,0544,0541,"0569
"
1737,0560,0559,"0565
"
1738,0563,0567,"0572
"
1739,0575,0593,"0576
"
1740,0542,0586,"0559
"
1741,0552,0557,"0548
"
1742,0531,0559,"0552
"
1743,0532,0561,"0556
"
1744,0539,0576,"0538
"
1745,0553,0555,"0542
"
1746,0561,0563,"0555
"
1747,0547,0543,"0569
"
1748,0562,0562,"0567
"
1749,0567,0577,"0547
"
1750,0536,0568,"0563
"
1751,0553,0557,"0556
"
1752,0543,0577,"0542
"
1753,0560,0566,"0559
"
1754,0552,0552,"0541
"
1755,0557,0553,"0539
"
1756,0557,0554,"0537
"
1757,0556,0552,"0535
"
1758,0553,0546,"0522
"
1759,0533,0556,"0538
"
1760,0551,0549,"0530
"
1761,0545,0531,"0543
"
1762,0561,0556,"0547
"
1763,0535,0565,"0562
"
1764,0552,0552,"0544
"
1765,0523,0540,"0561
"
1766,0545,0533,"0562
"
1767,0549,0535,"0566
"
1768,0561,0555,"0556
"
1769,0549,0540,"0567
"
1770,0564,0565,"0573
"
1771,0577,0548,"0544
"
1772,0531,0550,"0538
"
1773,0552,0543,"0565
"
1774,0560,0557,"0558
"
1775,0552,0545,"0531
"
1776,0545,0528,"0537
"
1777,0554,0541,"0563
"
1778,0558,0554,"0551
"
1779,0540,0567,"0569
"
1780,0562,0571,"0581
"
1781,0544,0539,"0573
"
1782,0566,0567,"0580
"
1783,0544,0535,"0568
"
1784,0558,0551,"0552
"
1785,0537,0561,"0556
"
1786,0540,0573,"0580
"
1787,0536,0573,"0587
"
1788,0545,0544,"0538
"
1789,0550,0536,"0556
"
1790,0543,0571,"0578
"
1791,0533,0569,"0578
"
1792,0529,0558,"0562
"
1793,0543,0579,"0548
"
1794,0528,0558,"0549
"
1795,0524,0547,"0530
"
1796,0533,0558,"0545
"
1797,0521,0541,"0562
"
1798,0543,0577,"0546
"
1799,0524,0549,"0531
"
1800,0536,0563,"0553
"
1801,0534,0568,"0566
"
1802,0555,0561,"0562
"
1803,0553,0550,"0544
"
1804,0523,0538,"0559
"
1805,0540,0569,"0573
"
1806,0569,0582,"0557
"
1807,0551,0556,"0549
"
1808,0532,0558,"0551
"
1809,0531,0559,"0553
"
1810,0531,0561,"0556
"
1811,0537,0570,"0574
"
1812,0567,0582,"0556
"
1813,0548,0548,"0533
"
1814,0546,0532,"0546
"
1815,0524,0535,"0558
"
1816,0538,0563,"0564
"
1817,0554,0554,"0550
"
1818,0533,0558,"0552
"
1819,0531,0559,"0554
"
1820,0534,0566,"0566
"
1821,0554,0556,"0554
"
1822,0539,0570,"0573
"
1823,0568,0580,"0552
"
1824,0541,0579,"0543
"
1825,0561,0572,"0570
"
1826,0569,0585,"0556
"
1827,0550,0554,"0543
"
1828,0563,0565,"0561
"
1829,0557,0562,"0561
"
1830,0554,0553,"0546
"
1831,0527,0547,"0530
"
1832,0537,0563,"0554
"
1833,0537,0571,"0574
"
1834,0567,0583,"0559
"
1835,0554,0559,"0555
"
1836,0542,0576,"0538
"
1837,0553,0555,"0540
"
1838,0560,0560,"0548
"
1839,0534,0566,"0563
"
1840,0551,0554,"0548
"
1841,0529,0551,"0540
"
1842,0551,0546,"0526
"
1843,0537,0561,"0547
"
1844,0527,0554,"0541
"
1845,0552,0548,"0530
"
1846,0543,0572,"0568
"
1847,0562,0574,"0583
"
1848,0549,0551,"0551
"
1849,0533,0558,"0554
"
1850,0534,0564,"0561
"
1851,0547,0544,"0530
"
1852,0540,0564,"0556
"
1853,0542,0580,"0544
"
1854,0522,0548,"0528
"
1855,0528,0550,"0530
"
1856,0536,0563,"0551
"
1857,0533,0568,"0565
"
1858,0552,0552,"0546
"
1859,0523,0540,"0561
"
1860,0543,0575,"0588
"
1861,0550,0554,"0558
"
1862,0544,0529,"0549
"
1863,0529,0543,"0572
"
1864,0562,0563,"0572
"
1865,0572,0583,"0559
"
1866,0557,0563,"0562
"
1867,0555,0556,"0552
"
1868,0537,0564,"0562
"
1869,0550,0549,"0541
"
1870,0557,0553,"0540
"
1871,0562,0561,"0551
"
1872,0542,0577,"0539
"
1873,0556,0560,"0546
"
1874,0528,0553,"0540
"
1875,0550,0545,"0524
"
1876,0533,0554,"0535
"
1877,0548,0540,"0556
"
1878,0542,0572,"0578
"
1879,0533,0570,"0581
"
1880,0534,0569,"0579
"
1881,0530,0563,"0570
"
1882,0557,0559,"0565
"
1883,0559,0560,"0558
"
1884,0549,0543,"0574
"
1885,0571,0578,"0552
"
1886,0544,0534,"0555
"
1887,0539,0564,"0564
"
1888,0554,0554,"0550
"
1889,0535,0562,"0557
"
1890,0541,0577,"0543
"
1891,0560,0567,"0563
"
1892,0559,0567,"0571
"
1893,0569,0581,"0554
"
1894,0545,0542,"0567
"
1895,0561,0559,"0562
"
1896,0556,0554,"0549
"
1897,0534,0560,"0553
"
1898,0535,0567,"0569
"
1899,0558,0565,"0570
"
1900,0567,0578,"0550
"
1901,0539,0576,"0534
"
1902,0548,0545,"0519
"
1903,0526,0543,"0558
"
1904,0540,0572,"0579
"
1905,0533,0570,"0580
"
1906,0530,0562,"0567
"
1907,0554,0553,"0551
"
1908,0535,0562,"0558
"
1909,0542,0577,"0541
"
1910,0557,0562,"0551
"
1911,0538,0572,"0574
"
1912,0568,0582,"0555
"
1913,0547,0547,"0531
"
1914,0543,0572,"0571
"
1915,0567,0585,"0557
"
1916,0551,0558,"0552
"
1917,0534,0564,"0560
"
1918,0544,0537,"0563
"
1919,0551,0541,"0573
"
1920,0571,0576,"0549
"
1921,0540,0573,"0577
"
1922,0533,0572,"0583
"
1923,0537,0575,"0592
"
1924,0554,0560,"0569
"
1925,0563,0567,"0577
"
1926,0538,0573,"0587
"
1927,0546,0545,"0542
"
1928,0557,0550,"0538
"
1929,0558,0553,"0538
"
1930,0559,0558,"0547
"
1931,0534,0563,"0557
"
1932,0541,0578,"0544
"
1933,0520,0544,"0518
"
1934,0514,0524,"0525
"
1935,0523,0534,"0549
"
1936,0524,0538,"0561
"
1937,0543,0573,"0583
"
1938,0543,0586,"0565
"
1939,0556,0564,"0564
"
1940,0555,0556,"0554
"
1941,0540,0569,"0571
"
1942,0565,0579,"0551
"
1943,0541,0579,"0542
"
1944,0560,0569,"0563
"
1945,0559,0569,"0572
"
1946,0571,0586,"0562
"
1947,0561,0571,"0577
"
1948,0537,0575,"0588
"
1949,0548,0550,"0551
"
1950,0532,0554,"0546
"
1951,0522,0538,"0559
"
1952,0538,0565,"0568
"
1953,0558,0561,"0562
"
1954,0554,0552,"0544
"
1955,0524,0539,"0560
"
1956,0540,0568,"0572
"
1957,0565,0577,"0548
"
1958,0534,0567,"0565
"
1959,0554,0558,"0557
"
1960,0545,0535,"0560
"
1961,0546,0530,"0553
"
1962,0537,0556,"0551
"
1963,0532,0557,"0550
"
1964,0528,0551,"0539
"
1965,0548,0538,"0555
"
1966,0539,0564,"0563
"
1967,0551,0550,"0542
"
1968,0559,0555,"0543
"
1969,0565,0567,"0563
"
1970,0561,0566,"0568
"
1971,0563,0571,"0581
"
1972,0544,0539,"0573
"
1973,0565,0565,"0575
"
1974,0578,0548,"0543
"
1975,0570,0569,"0568
"
1976,0570,0583,"0555
"
1977,0549,0549,"0534
"
1978,0547,0534,"0549
"
1979,0529,0545,"0527
"
1980,0530,0548,"0526
"
1981,0529,0549,"0526
"
1982,0529,0551,"0531
"
1983,0536,0563,"0551
"
1984,0532,0564,"0559
"
1985,0542,0580,"0547
"
1986,0525,0555,"0544
"
1987,0513,0528,"0539
"
1988,0542,0568,"0566
"
