x_value,channel_1,channel_2,channel_3
205,1023,1023,"1023
"
206,1023,1023,"1023
"
207,1023,1023,"1023
"
208,1023,1023,"1023
"
209,1023,1023,"1023
"
210,1023,1022,"1023
"
211,1023,1023,"1023
"
212,1023,1023,"1023
"
213,1023,1023,"1023
"
214,1023,1023,"1023
"
215,1023,1023,"1023
"
216,1023,1023,"1023
"
217,1022,1023,"1023
"
218,1023,1023,"1023
"
219,1022,1023,"1023
"
220,1022,1023,"1023
"
221,1023,1023,"1022
"
222,1023,1023,"1023
"
223,1023,1023,"1023
"
224,1023,1023,"1023
"
225,1023,1023,"1023
"
226,1023,1023,"1022
"
227,1023,1023,"1023
"
228,1023,1023,"1023
"
229,1022,1023,"1023
"
230,1022,1023,"1023
"
231,1023,1022,"1023
"
232,1023,1023,"1023
"
233,1023,1023,"1023
"
234,1023,1023,"1022
"
235,1023,1023,"1023
"
236,1023,1023,"1022
"
237,1022,1023,"1023
"
238,1023,1022,"1023
"
239,1023,1023,"1022
"
240,1023,1023,"1023
"
241,1023,1023,"1023
"
242,1023,1023,"1023
"
243,1022,1023,"1022
"
244,1023,1023,"1023
"
245,1023,1023,"1023
"
246,1023,1023,"1023
"
247,1023,1023,"1023
"
248,1023,1023,"1023
"
249,1022,1023,"1022
"
250,1023,1023,"1022
"
251,1023,1022,"1022
"
252,1023,1023,"1023
"
253,1023,1023,"1023
"
254,1023,1023,"1022
"
255,1023,1023,"1022
"
256,1022,1022,"1022
"
257,1023,1023,"1022
"
258,1023,1023,"1023
"
259,1023,1022,"1023
"
260,1023,1023,"1023
"
261,1023,1023,"1023
"
262,1023,1023,"1023
"
263,1023,1023,"1023
"
264,1023,1023,"1023
"
265,1023,1023,"1023
"
266,1023,1023,"1022
"
267,1023,1023,"1023
"
268,1023,1023,"1023
"
269,1023,1023,"1022
"
270,1023,1023,"1023
"
271,1023,1023,"1023
"
272,1023,1022,"1023
"
273,1023,1023,"1022
"
274,1022,1023,"1022
"
275,1023,1023,"1022
"
276,1023,1023,"1022
"
277,1023,1023,"1022
"
278,1022,1022,"1023
"
279,1023,1023,"1023
"
280,1023,1023,"1023
"
281,1023,1023,"1023
"
282,1023,1023,"1023
"
283,1023,1023,"1023
"
284,1023,1023,"1023
"
285,1022,1023,"1023
"
286,1023,1023,"1022
"
287,1023,1023,"1023
"
288,1023,1023,"1023
"
289,1023,1023,"1023
"
290,1022,1023,"1023
"
291,1023,1023,"1022
"
292,1023,1023,"1023
"
293,1023,1023,"1023
"
294,1023,1023,"1023
"
295,1023,1023,"1022
"
296,1022,1023,"1023
"
297,1023,1023,"1023
"
298,1022,1023,"1023
"
299,1023,1023,"1023
"
300,1023,1023,"1022
"
301,1023,1023,"1023
"
302,1023,1023,"1023
"
303,1023,1023,"1022
"
304,1023,1023,"1023
"
305,1023,1023,"1022
"
306,1023,1023,"1023
"
307,1023,1023,"1023
"
308,1022,1023,"1023
"
309,1023,1023,"1023
"
310,1022,1022,"1023
"
311,1023,1023,"1022
"
312,1023,1023,"1022
"
313,1023,1023,"1023
"
314,1023,1023,"1022
"
315,1022,1022,"1023
"
316,1023,1023,"1023
"
317,1023,1023,"1023
"
318,1023,1023,"1023
"
319,1023,1022,"1023
"
320,1023,1023,"1023
"
321,1023,1023,"1023
"
322,1023,1023,"1023
"
323,1023,1023,"1023
"
324,1023,1023,"1023
"
325,1023,1023,"1023
"
326,1023,1023,"1023
"
327,1022,1022,"1022
"
328,1023,1023,"1023
"
329,1023,1023,"1023
"
330,1023,1023,"1023
"
331,1023,1023,"1023
"
332,1023,1023,"1023
"
333,1022,1023,"1023
"
334,1023,1023,"1023
"
335,1023,1022,"1023
"
336,1023,1023,"1023
"
337,1023,1023,"1023
"
338,1023,1023,"1023
"
339,1023,1023,"1023
"
340,1023,1023,"1023
"
341,1023,1022,"1022
"
342,1023,1023,"1023
"
343,1023,1023,"1023
"
344,1022,1023,"1023
"
345,1023,1023,"1023
"
346,1023,1023,"1023
"
347,1023,1023,"1023
"
348,1023,1023,"1022
"
349,1023,1023,"1023
"
350,1023,1023,"1023
"
351,1023,1023,"1023
"
352,1023,1023,"1023
"
353,1023,1023,"1022
"
354,1022,1023,"1023
"
355,1023,1023,"1023
"
356,1023,1023,"1023
"
357,1023,1023,"1022
"
358,1023,1023,"1023
"
359,1023,1022,"1023
"
360,1023,1023,"1023
"
361,1022,1023,"1023
"
362,1023,1023,"1023
"
363,1023,1023,"1023
"
364,1023,1023,"1023
"
365,1023,1023,"1023
"
366,1023,1023,"1023
"
367,1022,1023,"1023
"
368,1022,1023,"1023
"
369,1023,1023,"1023
"
370,1023,1023,"1023
"
371,1022,1023,"1023
"
372,1022,1023,"1022
"
373,1023,1023,"1023
"
374,1022,1023,"1023
"
375,1022,1022,"1023
"
376,1023,1023,"1023
"
377,1023,1022,"1023
"
378,1023,1023,"1023
"
379,1023,1023,"1023
"
380,1023,1023,"1022
"
381,1022,1023,"1023
"
382,1022,1022,"1023
"
383,1022,1023,"1023
"
384,1023,1022,"1023
"
385,1022,1023,"1022
"
386,1023,1023,"1023
"
387,1023,1023,"1023
"
388,1022,1023,"1023
"
389,1023,1023,"1023
"
390,1023,1023,"1023
"
391,1023,1023,"1023
"
392,1022,1023,"1023
"
393,1023,1023,"1023
"
394,1022,1023,"1023
"
395,1023,1023,"1023
"
396,1023,1023,"1023
"
397,1022,1023,"1023
"
398,1023,1023,"1023
"
399,1022,1023,"1023
"
400,1023,1023,"1022
"
401,1023,1023,"1023
"
402,1023,1022,"1023
"
403,1023,1023,"1023
"
404,1023,1023,"1023
"
405,1023,1023,"1023
"
406,1023,1023,"1023
"
407,1023,1023,"1023
"
408,1023,1023,"1023
"
409,1022,1023,"1023
"
410,1022,1023,"1023
"
411,1022,1023,"1023
"
412,1023,1023,"1023
"
413,1023,1023,"1023
"
414,1023,1023,"1023
"
415,1022,1023,"1023
"
416,1023,1023,"1023
"
417,1023,1023,"1023
"
418,1023,1023,"1023
"
419,1023,1023,"1023
"
420,1023,1023,"1023
"
421,1023,1023,"1023
"
422,1022,1022,"1023
"
423,1023,1023,"1023
"
424,1022,1023,"1023
"
425,1023,1022,"1023
"
426,1022,1022,"1022
"
427,1023,1023,"1023
"
428,1023,1023,"1023
"
429,1023,1023,"1022
"
430,1023,1023,"1023
"
431,1023,1022,"1023
"
432,1023,1023,"1023
"
433,1023,1023,"1023
"
434,1022,1023,"1023
"
435,1022,1023,"1023
"
436,1023,1023,"1023
"
437,1023,1023,"1023
"
438,1022,1023,"1023
"
439,1023,1023,"1022
"
440,1023,1023,"1023
"
441,1022,1023,"1022
"
442,1023,1023,"1023
"
443,1022,1023,"1023
"
444,1023,1023,"1023
"
445,1023,1022,"1023
"
446,1023,1023,"1023
"
447,1023,1022,"1023
"
448,1023,1023,"1023
"
449,1023,1023,"1022
"
450,1023,1023,"1023
"
451,1023,1023,"1022
"
452,1023,1023,"1023
"
453,1023,1022,"1023
"
454,1022,1023,"1023
"
455,1023,1023,"1023
"
456,1023,1023,"1023
"
457,1022,1023,"1023
"
458,1023,1023,"1023
"
459,1022,1023,"1023
"
460,1023,1023,"1023
"
461,1023,1023,"1022
"
462,1023,1023,"1023
"
463,1023,1022,"1023
"
464,1023,1023,"1023
"
465,1023,1023,"1023
"
466,1023,1023,"1022
"
467,1023,1023,"1022
"
468,1022,1023,"1023
"
469,1022,1022,"1022
"
470,1023,1022,"1023
"
471,1023,1023,"1023
"
472,1023,1023,"1023
"
473,1023,1023,"1023
"
474,1023,1023,"1023
"
475,1023,1023,"1022
"
476,1023,1023,"1023
"
477,1023,1023,"1022
"
478,1023,1023,"1023
"
479,1023,1023,"1022
"
480,1022,1023,"1023
"
481,1023,1023,"1023
"
482,1023,1022,"1023
"
483,1023,1023,"1023
"
484,1023,1022,"1022
"
485,1023,1022,"1023
"
486,1023,1023,"1023
"
487,1023,1023,"1023
"
488,1022,1022,"1023
"
489,1023,1023,"1023
"
490,1023,1023,"1023
"
491,1023,1023,"1022
"
492,1023,1023,"1023
"
493,1023,1023,"1023
"
494,1023,1022,"1023
"
495,1022,1023,"1023
"
496,1022,1023,"1023
"
497,1023,1023,"1023
"
498,1022,1023,"1023
"
499,1023,1023,"1023
"
500,1023,1023,"1022
"
501,1022,1023,"1023
"
502,1023,1023,"1023
"
503,1023,1023,"1023
"
504,1023,1023,"1023
"
505,1023,1022,"1023
"
506,1023,1023,"1023
"
507,1023,1023,"1023
"
508,1023,1022,"1023
"
509,1022,1023,"1023
"
510,1023,1023,"1023
"
511,1023,1023,"1023
"
512,1023,1023,"1023
"
513,1023,1023,"1023
"
514,1023,1023,"1023
"
515,1023,1023,"1023
"
516,1023,1023,"1022
"
517,1023,1023,"1023
"
518,1023,1023,"1023
"
519,1023,1023,"1023
"
520,1023,1023,"1023
"
521,1023,1023,"1023
"
522,1023,1023,"1022
"
523,1023,1023,"1023
"
524,1023,1023,"1023
"
525,1023,1023,"1023
"
526,1023,1023,"1023
"
527,1023,1023,"1023
"
528,1022,1022,"1022
"
529,1023,1022,"1023
"
530,1023,1023,"1022
"
531,1023,1023,"1023
"
532,1023,1023,"1023
"
533,1022,1023,"1023
"
534,1023,1023,"1023
"
535,1022,1023,"1023
"
536,1022,1023,"1023
"
537,1023,1023,"1023
"
538,1022,1023,"1023
"
539,1023,1023,"1023
"
540,1023,1023,"1023
"
541,1023,1023,"1023
"
542,1023,1023,"1023
"
543,1023,1023,"1023
"
544,1023,1023,"1023
"
545,1023,1023,"1023
"
546,1023,1023,"1023
"
547,1023,1023,"1023
"
548,1023,1023,"1023
"
549,1022,1022,"1023
"
550,1023,1023,"1023
"
551,1023,1023,"1023
"
552,1022,1023,"1023
"
553,1023,1023,"1023
"
554,1023,1023,"1023
"
555,1023,1023,"1023
"
556,1023,1022,"1023
"
557,1022,1023,"1023
"
558,1023,1023,"1023
"
559,0836,1023,"1023
"
560,0812,1023,"1022
"
561,0776,1023,"1023
"
562,0756,1023,"1023
"
563,0749,1023,"1023
"
564,0745,1023,"1023
"
565,0743,1023,"1023
"
566,0742,1023,"1023
"
567,0742,1023,"1023
"
568,0742,1023,"1023
"
569,0742,1023,"1023
"
570,0743,1023,"1023
"
571,0743,1023,"1023
"
572,0744,1023,"1023
"
573,0743,1023,"1023
"
574,0744,1023,"1022
"
575,0741,1023,"1023
"
576,0742,1023,"1023
"
577,0743,1023,"1023
"
578,0743,1023,"1023
"
579,0744,1022,"1023
"
580,0745,1022,"1023
"
581,0747,1023,"1023
"
582,0749,1023,"1022
"
583,0744,1023,"1023
"
584,0744,1023,"1023
"
585,0744,1023,"1023
"
586,0744,1023,"1023
"
587,0742,1023,"1023
"
588,0744,1023,"1023
"
589,0740,1023,"1023
"
590,0738,1023,"1023
"
591,0743,1023,"1023
"
592,0744,1023,"1023
"
593,0743,1023,"1023
"
594,0742,1023,"1023
"
595,0740,1023,"1023
"
596,0741,1023,"1023
"
597,0742,1023,"1023
"
598,0743,1023,"1023
"
599,0743,1023,"1023
"
600,0743,1023,"1023
"
601,0743,1023,"1023
"
602,0743,1023,"1023
"
603,0742,1023,"1023
"
604,0000,1023,"1023
"
605,0000,1023,"1022
"
606,0000,1023,"1023
"
607,0000,1023,"1022
"
608,0000,1023,"1023
"
609,0000,1023,"1023
"
610,0000,1023,"1023
"
611,0000,1023,"1023
"
612,0000,1023,"1023
"
613,0000,1023,"1023
"
614,0000,1023,"1022
"
615,0000,1022,"1022
"
616,0001,1023,"1023
"
617,0000,1023,"1023
"
618,0000,1023,"1022
"
619,0000,1023,"1023
"
620,0000,1023,"1023
"
621,0000,1023,"1022
"
622,0000,1023,"1023
"
623,0000,1023,"1023
"
624,0000,1023,"1022
"
625,0000,1023,"1022
"
626,0000,1022,"1023
"
627,0000,1023,"1023
"
628,0000,1023,"1023
"
629,0000,1023,"1023
"
630,0000,1023,"1023
"
631,0000,1022,"1023
"
632,0000,1023,"1023
"
633,0000,1023,"1022
"
634,0000,1023,"1023
"
635,0000,1023,"1023
"
636,0000,1023,"1022
"
637,0000,1022,"1023
"
638,0000,1022,"1023
"
639,0000,1023,"1023
"
640,0000,1022,"1023
"
641,0000,1023,"1022
"
642,0000,1023,"1023
"
643,0000,1023,"1023
"
644,0000,1023,"1022
"
645,0000,1023,"1022
"
646,0000,1023,"1023
"
647,0000,1022,"1023
"
648,0000,1023,"1022
"
649,0000,1023,"1023
"
650,0000,1023,"1023
"
651,0000,1023,"1023
"
652,0000,1022,"1023
"
653,0000,1023,"1023
"
654,0000,1023,"1023
"
655,0000,1023,"1023
"
656,0000,1023,"1023
"
657,0000,1023,"1023
"
658,0000,1023,"1023
"
659,0000,1023,"1023
"
660,0000,1023,"1023
"
661,0000,1022,"1022
"
662,0000,1023,"1023
"
663,0000,1023,"1023
"
664,0000,1023,"1023
"
665,0000,1022,"1023
"
666,0000,1023,"1022
"
667,0000,1022,"1023
"
668,0000,1023,"1022
"
669,0000,1023,"1023
"
670,0000,1023,"1023
"
671,0000,1023,"1023
"
672,0000,1022,"1023
"
673,0000,1023,"1023
"
674,0000,1023,"1023
"
675,0000,1023,"1023
"
676,0000,1022,"1023
"
677,0001,1023,"1023
"
678,0000,1023,"1023
"
679,0000,1022,"1023
"
680,0000,1023,"1023
"
681,0000,1023,"1023
"
682,0000,1023,"1023
"
683,0000,1023,"1023
"
684,0000,1023,"1023
"
685,0000,1023,"1022
"
686,0000,1023,"1023
"
687,0000,1022,"1022
"
688,0000,1023,"1023
"
689,0000,1022,"1023
"
690,0000,1023,"1023
"
691,0000,1023,"1023
"
692,0000,1023,"1023
"
693,0000,1022,"1023
"
694,0000,1023,"1023
"
695,0000,1023,"1022
"
696,0000,1022,"1023
"
697,0000,1023,"1023
"
698,0000,1023,"1023
"
699,0000,1023,"1023
"
700,0000,1023,"1023
"
701,0000,1022,"1023
"
702,0000,1023,"1023
"
703,0001,1023,"1023
"
704,0000,1023,"1023
"
705,0000,1023,"1023
"
706,0000,1023,"1023
"
707,0000,1023,"1023
"
708,0000,1022,"1023
"
709,0000,1023,"1023
"
710,0000,1023,"1023
"
711,0000,1023,"1023
"
712,0000,1023,"1023
"
713,0000,1023,"1022
"
714,0000,1023,"1023
"
715,0000,1023,"1023
"
716,0000,1022,"1023
"
717,0000,1023,"1023
"
718,0000,1023,"1023
"
719,0000,1023,"1022
"
720,0000,1023,"1023
"
721,0000,1023,"1023
"
722,0000,1023,"1023
"
723,0000,1022,"1023
"
724,0000,1023,"1023
"
725,0000,1023,"1023
"
726,0000,1023,"1023
"
727,0000,1023,"1022
"
728,0000,1023,"1023
"
729,0000,1023,"1023
"
730,0000,1022,"1023
"
731,0000,1022,"1023
"
732,0000,1022,"1023
"
733,0000,1023,"1023
"
734,0000,1023,"1023
"
735,0000,1023,"1023
"
736,0000,1022,"1022
"
737,0000,1023,"1023
"
738,0000,1023,"1023
"
739,0000,1023,"1023
"
740,0000,1022,"1023
"
741,0000,1023,"1023
"
742,0000,1023,"1023
"
743,0000,1023,"1023
"
744,0000,1023,"1023
"
745,0000,1023,"1023
"
746,0000,1022,"1022
"
747,0000,1023,"1023
"
748,0001,1023,"1023
"
749,0000,1023,"1022
"
750,0000,1023,"1023
"
751,0000,1023,"1023
"
752,0000,1023,"1023
"
753,0000,1023,"1023
"
754,0000,1022,"1023
"
755,0000,1023,"1022
"
756,0000,1022,"1023
"
757,0000,1022,"1023
"
758,0000,1022,"1023
"
759,0000,1022,"1023
"
760,0000,1022,"1023
"
761,0000,1023,"1023
"
762,0000,1022,"1023
"
763,0000,1023,"1023
"
764,0000,1023,"1022
"
765,0000,1022,"1023
"
766,0000,1023,"1022
"
767,0000,1022,"1022
"
768,0000,1023,"1023
"
769,0000,1023,"1023
"
770,0000,1023,"1023
"
771,0000,1023,"1023
"
772,0000,1023,"1023
"
773,0000,1023,"1023
"
774,0000,1023,"1022
"
775,0000,1023,"1023
"
776,0000,1023,"1023
"
777,0000,1023,"1023
"
778,0000,1023,"1023
"
779,0000,1023,"1023
"
780,0000,1022,"1023
"
781,0000,1023,"1023
"
782,0000,1022,"1023
"
783,0001,1022,"1023
"
784,0000,1023,"1023
"
785,0000,1023,"1023
"
786,0000,1023,"1023
"
787,0000,1023,"1023
"
788,0000,1023,"1023
"
789,0000,1023,"1023
"
790,0000,1023,"1023
"
791,0000,1023,"1023
"
792,0000,1023,"1023
"
793,0000,1023,"1022
"
794,0000,1023,"1023
"
795,0000,1023,"1023
"
796,0000,1023,"1023
"
797,0000,1023,"1023
"
798,0000,1023,"1023
"
799,0000,1023,"1023
"
800,0000,1023,"0883
"
801,0000,1023,"0821
"
802,0000,1022,"0782
"
803,0000,1023,"0768
"
804,0000,1022,"0757
"
805,0000,1023,"0755
"
806,0000,1022,"0751
"
807,0000,1022,"0749
"
808,0000,1023,"0751
"
809,0000,1023,"0751
"
810,0000,1023,"0751
"
811,0000,1023,"0751
"
812,0000,1023,"0751
"
813,0000,1023,"0751
"
814,0000,1023,"0750
"
815,0000,1023,"0750
"
816,0000,1023,"0751
"
817,0000,1023,"0752
"
818,0000,1023,"0749
"
819,0000,1022,"0748
"
820,0000,1023,"0750
"
821,0000,1023,"0750
"
822,0000,1023,"0750
"
823,0000,1023,"0750
"
824,0000,1023,"0749
"
825,0000,1023,"0747
"
826,0000,1023,"0741
"
827,0000,1023,"0735
"
828,0000,1023,"0738
"
829,0000,1023,"0744
"
830,0000,1022,"0745
"
831,0000,1023,"0749
"
832,0000,1023,"0751
"
833,0000,1023,"0751
"
834,0000,1023,"0748
"
835,0000,1023,"0747
"
836,0000,1023,"0749
"
837,0000,1023,"0750
"
838,0000,1023,"0751
"
839,0000,1023,"0751
"
840,0000,1023,"0752
"
841,0000,1023,"0752
"
842,0000,1022,"0747
"
843,0000,1023,"0749
"
844,0000,1023,"0750
"
845,0000,1023,"0747
"
846,0000,1023,"0741
"
847,0000,1023,"0745
"
848,0000,1023,"0748
"
849,0000,1023,"0751
"
850,0000,1023,"0752
"
851,0000,1023,"0750
"
852,0000,1023,"0737
"
853,0000,1022,"0000
"
854,0000,1023,"0000
"
855,0000,1022,"0000
"
856,0000,1023,"0001
"
857,0000,1023,"0000
"
858,0000,1023,"0000
"
859,0000,1023,"0000
"
860,0000,1023,"0000
"
861,0000,1023,"0000
"
862,0000,1022,"0000
"
863,0000,1023,"0000
"
864,0000,1023,"0000
"
865,0000,1023,"0000
"
866,0000,1022,"0000
"
867,0000,1022,"0000
"
868,0000,1023,"0000
"
869,0000,1022,"0000
"
870,0000,1023,"0000
"
871,0000,1022,"0000
"
872,0000,1023,"0000
"
873,0001,1022,"0000
"
874,0000,1023,"0000
"
875,0000,1022,"0000
"
876,0000,1023,"0001
"
877,0000,1023,"0000
"
878,0000,1023,"0000
"
879,0000,1023,"0000
"
880,0000,1023,"0000
"
881,0000,1023,"0000
"
882,0000,1023,"0000
"
883,0000,1023,"0000
"
884,0000,1023,"0000
"
885,0000,1023,"0000
"
886,0000,1022,"0001
"
887,0000,1023,"0000
"
888,0000,1022,"0000
"
889,0000,1023,"0000
"
890,0000,1023,"0000
"
891,0000,1022,"0000
"
892,0000,1023,"0000
"
893,0000,1023,"0001
"
894,0000,1023,"0000
"
895,0000,1022,"0000
"
896,0000,1023,"0000
"
897,0000,1023,"0000
"
898,0000,1023,"0000
"
899,0000,1022,"0000
"
900,0000,1023,"0000
"
901,0000,1023,"0000
"
902,0000,1022,"0000
"
903,0000,1023,"0000
"
904,0000,1023,"0000
"
905,0000,1022,"0000
"
906,0000,1023,"0000
"
907,0000,1023,"0000
"
908,0000,1023,"0000
"
909,0000,1022,"0000
"
910,0000,1022,"0000
"
911,0000,1023,"0000
"
912,0000,1023,"0000
"
913,0000,1023,"0000
"
914,0000,1023,"0000
"
915,0000,1023,"0000
"
916,0000,1023,"0000
"
917,0000,1023,"0000
"
918,0000,1023,"0000
"
919,0000,1022,"0001
"
920,0000,1022,"0000
"
921,0000,1022,"0000
"
922,0000,1023,"0000
"
923,0000,1022,"0000
"
924,0000,1023,"0000
"
925,0000,1023,"0000
"
926,0000,1023,"0000
"
927,0000,1023,"0000
"
928,0000,1023,"0000
"
929,0000,1023,"0000
"
930,0000,1023,"0000
"
931,0000,1023,"0000
"
932,0000,1023,"0000
"
933,0000,1023,"0000
"
934,0000,1023,"0000
"
935,0000,1022,"0000
"
936,0001,1023,"0000
"
937,0000,1023,"0000
"
938,0000,1023,"0000
"
939,0000,1023,"0000
"
940,0000,1023,"0000
"
941,0000,1023,"0000
"
942,0000,1023,"0000
"
943,0000,1023,"0000
"
944,0000,1022,"0000
"
945,0000,1022,"0000
"
946,0000,1023,"0001
"
947,0000,1022,"0000
"
948,0000,1022,"0000
"
949,0000,1023,"0000
"
950,0000,1023,"0000
"
951,0000,1023,"0000
"
952,0000,1023,"0000
"
953,0000,1023,"0000
"
954,0000,1023,"0000
"
955,0000,1023,"0001
"
956,0000,1023,"0000
"
957,0000,1022,"0000
"
958,0000,1022,"0000
"
959,0000,1022,"0000
"
960,0000,1023,"0000
"
961,0000,1023,"0000
"
962,0000,1022,"0000
"
963,0000,1022,"0000
"
964,0000,1022,"0000
"
965,0000,1023,"0000
"
966,0000,1023,"0001
"
967,0000,1023,"0000
"
968,0000,1023,"0000
"
969,0000,1023,"0000
"
970,0000,1023,"0000
"
971,0000,1023,"0000
"
972,0000,1023,"0000
"
973,0000,1023,"0000
"
974,0000,1023,"0000
"
975,0000,1022,"0000
"
976,0001,1023,"0000
"
977,0000,1023,"0000
"
978,0000,1023,"0000
"
979,0000,1023,"0000
"
980,0000,1023,"0000
"
981,0000,1023,"0000
"
982,0000,1023,"0000
"
983,0001,1023,"0001
"
984,0000,1023,"0000
"
985,0000,1023,"0000
"
986,0000,1023,"0000
"
987,0000,1023,"0001
"
988,0000,1023,"0000
"
989,0000,1023,"0000
"
990,0000,1023,"0000
"
991,0000,1023,"0000
"
992,0000,1023,"0000
"
993,0000,1023,"0000
"
994,0000,1022,"0000
"
995,0000,1023,"0000
"
996,0000,1023,"0000
"
997,0000,1023,"0000
"
