x_value,channel_1,channel_2,channel_3
1516,1023,774,615
1517,1022,793,650
1518,1023,798,671
1519,1023,769,635
1520,1023,751,656
1521,1023,750,642
1522,1022,761,639
1523,1023,768,594
1524,1023,772,605
1525,1023,781,624
1526,1023,800,614
1527,1023,792,654
1528,1023,769,639
1529,1023,746,640
1530,1022,752,633
1531,1023,766,639
1532,1023,771,609
1533,1022,768,600
1534,1022,782,624
1535,1023,800,614
1536,1023,785,645
1537,1022,757,673
1538,1023,745,642
1539,1022,756,636
1540,1022,764,636
1541,1022,768,604
1542,1023,770,604
1543,1023,789,639
1544,1023,796,664
1545,1022,775,650
1546,1022,751,661
1547,1023,749,641
1548,1022,762,641
1549,1023,770,599
1550,1022,770,601
1551,1022,777,616
1552,1023,800,610
1553,1022,790,649
1554,1023,769,637
1555,1022,744,635
1556,1023,754,637
1557,1023,766,641
1558,1023,772,609
1559,1022,770,605
1560,1022,782,626
1561,1023,802,619
1562,1022,783,643
1563,1022,758,675
1564,1022,742,638
1565,1023,758,637
1566,1022,765,640
1567,1022,769,609
1568,1023,774,615
1569,1022,790,646
1570,1022,796,665
1571,1023,778,655
1572,1023,752,664
1573,1023,749,641
1574,1023,765,647
1575,1022,768,595
1576,1023,772,605
1577,1023,781,624
1578,1022,798,664
1579,1023,793,671
1580,1022,766,694
1581,1022,744,654
1582,1023,754,643
1583,1023,766,643
1584,1023,772,610
1585,1023,772,610
1586,1023,787,638
1587,1023,802,622
1588,1022,780,636
1589,1022,758,670
1590,1023,747,646
1591,1023,761,646
1592,1023,769,596
1593,1023,773,604
1594,1022,774,612
1595,1022,792,647
1596,1023,798,671
1597,1023,777,657
1598,1023,751,663
1599,1023,750,642
1600,1022,762,638
1601,1022,767,648
1602,1022,770,619
1603,1022,778,623
1604,1023,800,612
1605,1023,792,653
1606,1023,768,636
1607,1022,743,635
1608,1023,755,638
1609,1023,768,588
1610,1023,772,594
1611,1022,770,600
1612,1022,782,622
1613,1023,800,613
1614,1023,784,642
1615,1023,762,678
1616,1023,748,650
1617,1022,758,644
1618,1023,769,594
1619,1023,773,603
1620,1022,774,612
1621,1022,793,649
1622,1023,798,672
1623,1023,777,657
1624,1023,751,663
1625,1023,750,642
1626,1023,765,645
1627,1023,771,603
1628,1022,770,603
1629,1023,781,623
1630,1023,801,616
1631,1023,792,654
1632,1022,766,688
1633,1023,747,659
1634,1022,753,641
1635,1023,766,642
1636,1023,771,610
1637,1022,769,603
1638,1022,784,628
1639,1023,802,620
1640,1023,786,650
1641,1023,761,680
1642,1022,744,642
1643,1022,758,641
1644,1023,769,592
1645,1023,773,603
1646,1023,777,616
1647,1022,794,653
1648,1023,798,673
1649,1022,774,653
1650,1022,746,650
1651,1022,747,632
1652,1023,765,642
1653,1023,771,603
1654,1023,773,610
1655,1023,782,627
1656,1022,799,668
1657,1023,791,672
1658,1023,767,696
1659,1023,747,661
1660,1023,756,648
1661,1023,768,592
1662,1023,771,594
1663,1023,773,607
1664,1022,786,634
1665,1023,802,621
1666,1022,782,643
1667,1023,760,675
1668,1022,744,639
1669,1022,758,639
1670,1022,766,642
1671,1023,772,617
1672,1022,773,615
1673,1022,792,648
1674,1023,797,670
1675,1023,777,656
1676,1023,750,659
1677,1022,749,638
1678,1023,765,644
1679,1023,771,604
1680,1023,773,611
1681,1022,780,623
1682,1023,801,616
1683,1023,790,654
1684,1022,764,684
1685,1022,743,650
1686,1022,753,637
1687,1023,767,643
1688,1023,773,616
1689,1022,770,608
1690,1023,789,641
1691,1023,802,623
1692,1022,781,642
1693,1023,758,674
1694,1023,746,642
1695,1023,762,644
1696,1023,770,598
1697,1023,772,602
1698,1022,775,615
1699,1022,793,650
1700,1023,797,671
1701,1023,775,656
1702,1022,746,650
1703,1023,751,640
1704,1023,765,643
1705,1023,771,604
1706,1022,770,604
1707,1022,779,620
1708,1023,800,611
1709,1023,790,652
1710,1023,767,692
1711,1023,747,658
1712,1023,758,650
1713,1023,768,592
1714,1023,772,596
1715,1023,773,608
1716,1023,791,647
1717,1022,800,619
1718,1023,782,643
1719,1022,755,670
1720,1023,746,641
1721,1023,762,644
1722,1022,767,647
1723,1023,773,622
1724,1022,774,618
1725,1022,793,652
1726,1022,794,665
1727,1023,774,651
1728,1022,746,648
1729,1023,750,637
1730,1022,762,636
1731,1023,770,598
1732,1022,771,605
1733,1023,782,626
1734,1023,801,618
1735,1023,791,656
1736,1022,765,688
1737,1023,746,655
1738,1022,754,641
1739,1023,767,644
1740,1023,773,616
1741,1023,773,614
1742,1023,790,646
1743,1023,802,624
1744,1023,784,647
1745,1023,759,679
1746,1022,744,640
1747,1022,758,639
1748,1023,769,592
1749,1023,772,600
1750,1022,774,611
1751,1023,796,655
1752,1023,798,674
1753,1022,774,653
1754,1023,749,656
1755,1023,750,641
1756,1022,762,638
1757,1022,767,648
1758,1022,770,619
1759,1023,781,629
1760,1022,798,666
1761,1022,789,665
1762,1023,767,697
1763,1022,744,654
1764,1022,752,637
1765,1023,766,640
1766,1023,772,611
1767,1022,770,606
1768,1023,787,636
1769,1022,800,618
1770,1023,784,643
1771,1022,758,675
1772,1023,745,643
1773,1023,760,642
1774,1023,770,596
1775,1023,773,603
1776,1023,776,614
1777,1022,793,650
1778,1022,796,666
1779,1023,777,655
1780,1022,748,654
1781,1023,748,636
1782,1023,765,644
1783,1022,768,594
1784,1022,770,601
1785,1022,778,617
1786,1023,800,610
1787,1023,792,652
1788,1023,769,638
1789,1022,743,636
1790,1023,755,638
1791,1022,765,639
1792,1022,769,604
1793,1022,769,602
1794,1023,788,636
1795,1022,800,618
1796,1022,781,640
1797,1023,758,674
1798,1023,746,643
1799,1023,761,644
1800,1023,770,597
1801,1023,773,604
1802,1022,774,612
1803,1022,793,650
1804,1023,798,672
1805,1022,774,653
1806,1022,746,649
1807,1022,747,631
1808,1023,764,639
1809,1023,771,602
1810,1023,773,610
1811,1023,783,630
1812,1023,802,620
1813,1023,791,657
1814,1022,765,689
1815,1022,743,651
1816,1023,756,644
1817,1023,768,590
1818,1023,772,595
1819,1022,771,604
1820,1023,788,636
1821,1023,803,625
1822,1023,785,650
1823,1023,760,677
1824,1023,746,646
1825,1022,758,641
1826,1022,766,642
1827,1023,773,619
1828,1023,776,619
1829,1023,796,657
1830,1023,799,677
1831,1022,774,654
1832,1023,750,660
1833,1022,747,635
1834,1022,762,636
1835,1023,770,598
1836,1022,770,602
1837,1023,781,623
1838,1023,801,616
1839,1023,792,654
1840,1023,768,636
1841,1023,746,639
1842,1023,756,640
1843,1022,765,640
1844,1023,772,610
1845,1023,772,610
1846,1022,786,635
1847,1023,802,621
1848,1023,785,648
1849,1023,760,677
1850,1023,746,646
1851,1022,758,642
1852,1023,769,592
1853,1022,770,596
1854,1022,772,605
1855,1023,794,650
1856,1023,800,620
1857,1023,778,642
1858,1022,749,653
1859,1023,748,635
1860,1023,765,645
1861,1022,768,594
1862,1022,769,598
1863,1022,777,615
1864,1022,797,659
1865,1023,793,669
1866,1023,770,647
1867,1023,746,643
1868,1022,752,635
1869,1023,766,640
1870,1023,772,609
1871,1023,773,612
1872,1023,786,635
1873,1023,802,622
1874,1023,787,652
1875,1022,759,681
1876,1022,742,641
1877,1023,758,641
1878,1022,766,642
1879,1023,773,618
1880,1023,775,620
1881,1022,792,650
1882,1022,797,670
1883,1023,778,656
1884,1023,753,668
1885,1022,745,634
1886,1022,761,637
1887,1022,767,646
1888,1023,773,624
1889,1023,779,628
1890,1022,797,663
1891,1022,791,668
1892,1022,767,695
1893,1023,746,661
1894,1022,751,642
1895,1023,766,643
1896,1023,771,607
1897,1023,772,609
1898,1023,785,633
1899,1022,799,670
1900,1022,786,662
1901,1022,760,682
1902,1023,745,648
1903,1023,758,645
1904,1023,769,593
1905,1023,773,601
1906,1022,771,606
1907,1022,790,643
1908,1023,801,621
1909,1023,780,642
1910,1023,755,669
1911,1023,747,641
1912,1023,764,646
1913,1022,768,593
1914,1023,772,603
1915,1023,780,620
1916,1022,796,658
1917,1023,795,672
1918,1023,772,650
1919,1022,743,643
1920,1023,753,639
1921,1022,764,638
1922,1023,771,605
1923,1022,770,604
1924,1023,785,631
1925,1022,800,616
1926,1023,788,650
1927,1023,764,686
1928,1023,746,651
1929,1023,758,646
1930,1023,769,593
1931,1022,769,592
1932,1023,773,607
1933,1023,793,648
1934,1023,802,624
1935,1023,782,646
1936,1023,756,671
1937,1022,744,635
1938,1023,763,644
1939,1023,770,598
1940,1023,773,605
1941,1023,778,619
1942,1022,795,657
1943,1023,797,674
1944,1022,772,649
1945,1023,747,650
1946,1023,751,641
1947,1022,763,639
1948,1022,767,649
1949,1023,773,626
1950,1022,779,629
1951,1023,801,617
1952,1023,791,656
1953,1022,765,688
1954,1022,743,652
1955,1023,755,644
1956,1022,764,637
1957,1023,772,610
1958,1023,772,610
1959,1022,786,634
1960,1023,802,622
1961,1023,784,646
1962,1023,760,676
1963,1022,744,641
1964,1023,760,640
1965,1023,769,593
1966,1023,773,603
1967,1023,776,613
1968,1022,793,650
1969,1022,796,667
1970,1023,777,654
1971,1023,751,664
1972,1023,749,641
1973,1022,762,640
1974,1023,770,598
1975,1023,773,608
1976,1022,778,619
1977,1023,800,611
1978,1022,790,650
1979,1022,766,687
1980,1023,746,657
1981,1023,754,644
1982,1023,767,647
1983,1022,770,606
1984,1023,772,609
1985,1023,786,634
1986,1022,800,617
1987,1023,787,650
1988,1022,760,678
1989,1023,745,646
1990,1022,756,638
1991,1023,768,588
1992,1023,772,597
1993,1023,775,613
1994,1023,795,654
1995,1022,798,673
1996,1022,776,652
1997,1022,750,661
1998,1022,743,631
1999,1023,763,641
2000,1022,768,592
2001,1023,772,602
2002,1022,776,613
2003,1022,796,655
2004,1023,795,671
2005,1023,772,650
2006,1022,743,643
2007,1023,753,639
2008,1023,766,643
2009,1023,772,607
2010,1023,773,612
2011,1023,785,633
2012,1022,800,617
2013,1023,788,649
2014,1023,765,688
2015,1023,746,652
2016,1023,758,647
2017,1023,768,591
2018,1023,772,597
2019,1022,771,604
2020,1023,792,644
2021,1022,799,672
2022,1023,782,661
2023,1023,756,677
2024,1023,746,642
2025,1022,760,638
2026,1023,770,596
2027,1022,770,598
2028,1023,778,616
2029,1022,795,656
2030,1022,794,667
2031,1023,774,653
2032,1023,748,652
2033,1022,749,635
2034,1023,765,642
2035,1022,768,596
2036,1022,770,602
2037,1023,782,625
2038,1023,802,618
2039,1023,790,655
2040,1023,766,690
2041,1022,744,650
2042,1023,756,642
2043,1022,765,640
2044,1022,770,608
2045,1023,772,609
2046,1023,791,647
2047,1023,802,624
2048,1023,783,649
2049,1022,754,668
2050,1023,745,638
2051,1023,762,642
2052,1023,770,598
2053,1022,770,598
2054,1022,774,611
2055,1023,797,658
2056,1023,798,675
2057,1022,773,653
2058,1023,748,653
2059,1022,748,633
2060,1022,762,636
2061,1023,770,598
2062,1023,773,608
2063,1023,783,630
2064,1023,802,620
2065,1023,791,658
2066,1023,767,694
2067,1022,744,653
2068,1023,756,645
2069,1023,768,590
2070,1023,772,595
2071,1023,773,608
2072,1023,789,641
2073,1023,803,627
2074,1023,785,651
2075,1022,757,676
2076,1022,743,641
2077,1023,760,641
2078,1023,769,593
2079,1023,772,600
2080,1023,776,613
2081,1023,795,654
2082,1023,800,622
2083,1023,777,641
2084,1023,752,659
2085,1023,749,639
2086,1023,765,645
2087,1023,771,603
2088,1022,770,603
2089,1023,780,621
2090,1023,801,616
2091,1023,794,657
2092,1023,771,645
2093,1023,747,646
2094,1023,755,643
2095,1022,765,641
2096,1023,771,607
2097,1023,773,612
2098,1023,786,635
2099,1023,803,625
2100,1023,788,653
2101,1023,763,686
2102,1023,746,651
2103,1022,756,641
2104,1022,765,640
2105,1023,772,614
2106,1022,771,610
2107,1022,790,644
2108,1023,800,619
2109,1023,780,642
2110,1023,754,666
2111,1022,744,631
2112,1023,763,641
2113,1023,770,598
2114,1022,770,600
2115,1023,779,620
2116,1022,797,660
2117,1023,795,673
2118,1023,772,651
2119,1022,744,641
2120,1022,750,633
2121,1023,766,641
2122,1022,769,600
2123,1022,769,601
2124,1023,784,628
2125,1023,802,620
2126,1023,789,653
2127,1022,762,683
2128,1023,745,649
2129,1023,758,646
2130,1022,766,643
2131,1022,770,610
2132,1023,773,613
2133,1023,793,650
2134,1023,801,624
2135,1023,781,646
2136,1023,754,667
2137,1023,747,640
2138,1023,764,645
2139,1023,771,601
2140,1023,773,608
2141,1023,780,623
2142,1023,800,613
2143,1023,795,658
2144,1023,772,646
2145,1023,747,647
2146,1022,751,637
2147,1023,766,642
2148,1023,772,607
2149,1023,773,612
2150,1022,783,631
2151,1023,802,620
2152,1023,788,651
2153,1023,764,686
2154,1023,746,651
2155,1023,758,646
2156,1022,766,643
2157,1022,770,611
2158,1023,772,610
2159,1022,789,642
2160,1022,798,670
2161,1022,778,654
2162,1023,754,669
2163,1022,743,636
2164,1022,760,635
2165,1023,769,593
2166,1022,770,598
2167,1023,778,617
2168,1022,796,656
2169,1023,796,671
2170,1023,774,654
2171,1022,745,646
2172,1023,752,638
2173,1023,766,643
2174,1023,772,606
2175,1023,773,611
2176,1022,782,628
2177,1023,802,620
2178,1023,789,653
2179,1023,765,690
2180,1023,746,654
2181,1023,758,647
2182,1023,768,591
2183,1022,769,590
2184,1023,772,604
2185,1023,792,644
2186,1022,799,673
2187,1023,781,659
2188,1022,753,670
2189,1023,745,639
2190,1023,763,645
2191,1023,770,598
2192,1023,773,605
2193,1022,775,615
2194,1023,797,659
2195,1023,797,675
2196,1023,775,658
2197,1023,749,657
2198,1023,752,643
2199,1023,766,645
2200,1023,771,605
2201,1022,770,604
2202,1023,782,626
2203,1022,799,668
2204,1023,791,672
2205,1023,766,696
2206,1022,744,652
2207,1022,753,638
2208,1022,764,635
2209,1023,772,610
2210,1023,772,610
2211,1023,792,646
2212,1022,800,619
2213,1023,782,644
2214,1022,754,667
2215,1022,743,636
2216,1023,761,640
2217,1023,770,597
2218,1023,773,604
2219,1023,778,618
2220,1023,798,662
2221,1023,798,677
2222,1023,775,658
2223,1022,746,650
2224,1022,748,632
2225,1023,765,642
2226,1023,771,603
2227,1023,773,610
2228,1023,783,630
2229,1022,799,669
2230,1023,791,673
2231,1023,766,696
2232,1023,746,657
2233,1023,757,648
2234,1022,765,642
2235,1022,769,606
2236,1022,769,603
2237,1023,789,640
2238,1023,802,624
2239,1022,781,643
2240,1023,758,675
2241,1023,746,644
2242,1023,761,645
2243,1023,770,598
2244,1023,773,604
2245,1022,774,612
2246,1023,796,655
2247,1023,799,676
2248,1022,774,654
2249,1023,750,660
2250,1023,749,639
2251,1022,762,639
2252,1023,770,598
2253,1022,770,601
2254,1023,781,623
2255,1023,801,616
2256,1023,792,654
2257,1023,769,639
2258,1022,743,637
2259,1022,752,632
2260,1023,767,642
2261,1023,772,611
2262,1023,773,613
2263,1023,788,639
2264,1022,800,619
2265,1023,785,647
2266,1023,761,679
2267,1023,746,648
2268,1023,760,643
2269,1023,769,594
2270,1023,773,602
2271,1023,776,613
2272,1022,793,649
2273,1023,799,674
2274,1022,776,654
2275,1022,748,655
2276,1023,747,636
2277,1023,764,642
2278,1022,768,593
2279,1023,772,604
2280,1023,780,621
2281,1022,798,663
2282,1023,794,672
2283,1023,770,648
2284,1023,746,643
2285,1023,755,642
2286,1023,767,646
2287,1023,772,610
2288,1023,773,613
2289,1022,784,631
2290,1023,802,620
2291,1023,787,651
2292,1022,760,678
2293,1023,745,646
2294,1023,759,646
2295,1023,769,594
2296,1023,773,602
2297,1023,775,614
2298,1023,794,652
2299,1022,798,673
2300,1023,779,659
2301,1023,753,669
2302,1022,744,633
2303,1022,760,634
2304,1023,769,593
2305,1023,773,606
2306,1022,777,617
2307,1023,799,664
2308,1023,796,674
2309,1023,772,651
2310,1023,746,646
2311,1022,751,637
2312,1022,763,637
2313,1023,771,604
2314,1022,770,604
2315,1023,784,628
2316,1023,802,620
2317,1023,789,654
2318,1022,762,683
2319,1023,745,649
2320,1023,758,646
2321,1022,766,643
2322,1023,772,614
2323,1023,773,614
2324,1023,792,647
2325,1023,802,624
2326,1023,782,647
2327,1022,754,667
2328,1022,742,633
2329,1022,759,638
2330,1023,769,592
2331,1022,770,598
2332,1023,778,617
2333,1023,798,662
2334,1023,797,676
2335,1023,774,656
2336,1023,747,652
2337,1022,749,634
2338,1023,765,642
2339,1022,768,596
2340,1022,769,600
2341,1023,783,628
2342,1022,799,669
2343,1023,790,671
2344,1023,765,694
2345,1022,743,652
2346,1022,754,638
2347,1023,767,643
2348,1023,773,617
2349,1023,773,615
2350,1023,792,647
2351,1022,799,674
2352,1023,781,661
2353,1023,755,675
2354,1023,746,641
2355,1022,760,638
2356,1023,770,596
2357,1022,770,598
2358,1023,778,616
2359,1023,798,661
2360,1022,794,669
2361,1023,773,651
2362,1023,747,651
2363,1022,749,634
2364,1023,765,642
2365,1022,768,595
2366,1022,770,602
2367,1023,783,627
2368,1023,802,620
2369,1022,788,650
2370,1023,765,688
2371,1022,743,651
2372,1023,756,642
2373,1023,768,589
2374,1022,770,592
2375,1022,770,600
2376,1023,791,643
2377,1022,799,672
2378,1022,780,656
2379,1022,753,669
2380,1023,745,638
2381,1022,759,640
2382,1023,769,593
2383,1023,773,604
2384,1023,778,619
2385,1023,798,662
2386,1022,795,672
2387,1023,775,656
2388,1023,748,654
2389,1022,748,633
2390,1023,765,642
2391,1023,771,603
2392,1022,771,607
2393,1023,782,626
2394,1022,799,668
2395,1023,791,672
2396,1023,767,698
2397,1023,746,659
2398,1022,754,642
2399,1023,767,644
2400,1023,773,616
2401,1022,770,608
2402,1023,789,641
2403,1022,800,619
2404,1023,783,646
2405,1022,756,671
2406,1022,742,636
2407,1023,760,638
2408,1022,767,645
2409,1022,770,614
2410,1023,775,619
2411,1023,796,658
2412,1023,799,678
2413,1022,774,655
2414,1023,749,657
2415,1022,746,632
2416,1022,761,635
2417,1022,767,646
2418,1023,773,625
2419,1023,782,633
2420,1023,801,620
2421,1022,789,651
2422,1023,767,692
2423,1023,747,660
2424,1022,753,642
2425,1022,764,637
2426,1022,768,600
2427,1023,771,607
2428,1023,789,640
2429,1023,803,626
2430,1023,785,650
2431,1023,759,681
2432,1023,746,645
2433,1023,761,645
2434,1023,770,597
2435,1022,770,597
2436,1023,776,611
2437,1023,797,657
2438,1023,799,678
2439,1023,777,659
2440,1022,747,655
2441,1023,749,638
2442,1022,762,637
2443,1023,770,598
2444,1023,773,608
2445,1023,782,627
2446,1023,802,619
2447,1023,792,655
2448,1022,765,687
2449,1023,746,656
2450,1023,756,646
2451,1022,764,638
2452,1023,772,610
2453,1023,772,610
2454,1023,789,641
2455,1023,803,627
2456,1022,782,645
2457,1022,756,671
2458,1023,745,641
2459,1022,758,640
2460,1022,767,644
2461,1023,772,617
2462,1022,773,616
2463,1023,795,655
2464,1022,797,671
2465,1023,777,656
2466,1022,748,655
2467,1023,748,636
2468,1022,762,638
2469,1022,767,647
2470,1023,773,625
2471,1023,781,631
2472,1023,801,619
2473,1023,793,657
2474,1022,768,637
2475,1022,743,638
2476,1023,754,637
2477,1022,764,636
2478,1023,771,606
2479,1023,773,611
2480,1023,787,638
2481,1023,803,626
2482,1023,788,654
2483,1022,759,682
2484,1022,743,644
2485,1022,756,638
2486,1022,765,639
2487,1023,772,614
2488,1023,774,616
2489,1022,791,649
2490,1023,800,620
2491,1023,779,643
2492,1023,754,665
2493,1023,747,639
2494,1023,764,645
2495,1022,768,593
2496,1023,772,603
2497,1023,779,621
2498,1023,799,666
2499,1022,793,669
2500,1023,772,650
2501,1023,746,647
2502,1022,750,635
2503,1023,766,641
2504,1023,772,607
2505,1023,773,611
2506,1023,785,633
2507,1023,803,624
2508,1023,789,655
2509,1023,764,687
2510,1023,746,652
2511,1022,755,640
2512,1023,767,644
2513,1022,770,611
2514,1022,770,607
2515,1022,789,641
2516,1023,801,621
2517,1023,780,642
2518,1023,755,669
2519,1023,746,638
2520,1022,761,639
2521,1022,767,646
2522,1023,773,623
2523,1023,778,625
2524,1023,799,667
2525,1022,793,670
2526,1023,772,650
2527,1023,746,647
2528,1022,751,638
2529,1022,763,638
2530,1023,770,601
2531,1022,770,603
2532,1023,784,628
2533,1023,802,620
2534,1023,790,656
2535,1022,762,682
2536,1022,742,645
2537,1023,756,640
2538,1022,765,639
2539,1023,772,613
2540,1022,770,607
2541,1022,788,638
2542,1023,801,621
2543,1023,782,645
2544,1022,754,667
2545,1023,745,638
2546,1022,760,637
2547,1022,766,643
2548,1022,770,614
2549,1023,776,617
2550,1022,794,653
2551,1022,794,666
2552,1022,772,647
2553,1023,747,650
2554,1023,751,640
2555,1022,763,640
2556,1022,768,595
2557,1023,772,606
2558,1023,783,630
2559,1023,802,620
2560,1023,791,658
2561,1022,764,686
2562,1023,746,655
2563,1022,753,639
2564,1023,767,644
2565,1023,772,613
2566,1023,773,614
2567,1023,789,643
2568,1023,802,624
2569,1022,781,642
2570,1022,756,670
2571,1023,746,642
2572,1023,761,643
2573,1022,767,647
2574,1023,773,621
2575,1023,776,620
2576,1022,793,652
2577,1023,798,672
2578,1023,777,657
2579,1023,751,663
2580,1022,747,635
2581,1023,764,642
2582,1023,771,602
2583,1023,773,609
2584,1023,782,627
2585,1022,798,665
2586,1022,789,664
2587,1023,768,641
2588,1022,743,638
2589,1023,755,640
2590,1023,767,645
2591,1023,772,611
2592,1023,773,613
2593,1023,788,639
2594,1023,803,626
2595,1022,784,646
2596,1023,761,679
2597,1023,746,648
2598,1023,760,644
2599,1023,769,594
2600,1023,773,602
2601,1023,776,614
2602,1022,792,647
2603,1022,797,669
2604,1022,776,651
2605,1022,749,657
2606,1022,744,629
2607,1022,761,635
2608,1022,767,646
2609,1023,773,624
2610,1022,777,623
2611,1022,796,659
2612,1023,793,669
2613,1022,767,695
2614,1023,747,663
2615,1023,755,650
2616,1022,764,641
2617,1023,771,608
2618,1022,770,605
2619,1023,786,633
2620,1023,802,621
2621,1023,787,651
2622,1023,762,682
2623,1023,747,652
2624,1022,757,643
2625,1023,768,591
2626,1023,773,601
2627,1023,775,614
2628,1023,794,652
2629,1022,798,672
2630,1023,779,659
2631,1023,753,668
2632,1022,745,635
2633,1022,761,637
2634,1023,770,597
2635,1023,773,607
2636,1022,778,619
2637,1023,800,611
2638,1022,791,652
2639,1023,770,641
2640,1022,743,638
2641,1023,754,638
2642,1023,767,645
2643,1023,772,610
2644,1022,770,606
2645,1022,783,629
2646,1022,798,666
2647,1023,787,665
2648,1022,759,685
2649,1023,745,648
2650,1023,759,647
2651,1023,769,594
2652,1022,770,595
2653,1022,771,604
2654,1022,790,642
2655,1022,797,667
2656,1022,776,649
2657,1022,750,660
2658,1023,746,635
2659,1023,764,643
2660,1023,771,602
2661,1022,770,601
2662,1022,776,613
2663,1023,798,660
2664,1022,793,668
2665,1022,769,642
2666,1023,746,644
2667,1023,753,640
2668,1023,766,644
2669,1022,769,600
2670,1023,772,608
2671,1023,784,629
2672,1022,799,669
2673,1022,786,661
2674,1023,764,689
2675,1022,744,649
2676,1023,757,645
2677,1022,765,641
2678,1023,772,613
2679,1022,770,607
2680,1022,787,637
2681,1023,801,620
2682,1023,782,644
2683,1023,758,675
2684,1023,747,645
2685,1023,763,648
2686,1023,770,600
2687,1023,773,605
2688,1022,775,616
2689,1022,794,652
2690,1023,797,672
2691,1023,776,654
2692,1023,750,658
2693,1022,748,634
2694,1022,762,636
2695,1022,767,648
2696,1023,773,626
2697,1022,779,628
2698,1023,800,614
2699,1022,788,647
2700,1023,766,688
2701,1022,744,651
2702,1022,753,638
2703,1023,767,643
2704,1022,770,609
2705,1023,772,610
2706,1023,789,641
2707,1023,803,627
2708,1023,785,650
2709,1023,759,680
2710,1023,746,646
2711,1023,761,646
2712,1023,770,598
2713,1022,770,597
2714,1022,773,608
2715,1023,795,653
2716,1023,799,676
2717,1022,775,656
2718,1023,750,661
2719,1023,749,639
2720,1023,765,646
2721,1023,771,603
2722,1023,773,610
2723,1022,778,620
2724,1022,797,660
2725,1023,792,667
2726,1023,770,646
2727,1023,746,642
2728,1022,753,637
2729,1023,767,644
2730,1022,769,604
2731,1023,772,609
2732,1022,783,630
2733,1023,801,619
2734,1023,787,651
2735,1022,760,677
2736,1023,746,647
2737,1022,756,639
2738,1023,768,589
2739,1023,772,598
2740,1022,772,605
2741,1023,793,648
2742,1023,801,623
2743,1022,777,639
2744,1023,753,662
2745,1023,747,638
2746,1023,764,644
2747,1023,771,602
2748,1023,773,608
2749,1022,777,618
2750,1023,799,665
2751,1023,795,675
2752,1022,769,644
2753,1023,746,645
2754,1023,754,642
2755,1023,767,647
2756,1022,769,602
2757,1023,772,608
2758,1022,782,627
2759,1022,799,668
2760,1022,786,661
2761,1022,761,683
2762,1023,745,650
2763,1023,758,646
2764,1022,765,642
